EndDt_DtFin,MjrCmdtyEn_PrdtPrncplAn,MjCmdtyFr_PrdtPrncplFr,CtgryEn_CtgrieAn,CtgryFr_CtgrieFr,NumHd_NmbTetes
2011-07-30,Cattle,Bovins,Heifers,Genisses,64143
2011-07-30,Cattle,Bovins,Steers,Bouvillons,151743
2011-07-30,Hogs,Porcs,Hogs,Porcs,1585628
2011-07-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,39957
2011-08-27,Calves,Veaux,Female,Femelle,1218
2011-08-27,Calves,Veaux,Male,Male,20898
2011-08-27,Cattle,Bovins,Bulls,Taureaux,3094
2011-08-27,Cattle,Bovins,Cows,Vaches,31510
2011-08-27,Cattle,Bovins,Heifers,Genisses,63783
2011-08-27,Cattle,Bovins,Steers,Bouvillons,139756
2011-08-27,Hogs,Porcs,Hogs,Porcs,1570403
2011-08-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47601
2011-10-01,Calves,Veaux,Female,Femelle,1474
2011-10-01,Calves,Veaux,Male,Male,24302
2011-10-01,Cattle,Bovins,Bulls,Taureaux,4137
2011-10-01,Cattle,Bovins,Cows,Vaches,50476
2011-10-01,Cattle,Bovins,Heifers,Genisses,79190
2011-10-01,Cattle,Bovins,Steers,Bouvillons,163456
2011-10-01,Hogs,Porcs,Hogs,Porcs,2085975
2011-10-01,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43721
2011-10-29,Calves,Veaux,Female,Femelle,1227
2011-10-29,Calves,Veaux,Male,Male,21452
2011-10-29,Cattle,Bovins,Bulls,Taureaux,3648
2011-10-29,Cattle,Bovins,Cows,Vaches,42840
2011-10-29,Cattle,Bovins,Heifers,Genisses,80552
2011-10-29,Cattle,Bovins,Steers,Bouvillons,111246
2011-10-29,Hogs,Porcs,Hogs,Porcs,1678918
2011-10-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,37742
2011-11-26,Calves,Veaux,Female,Femelle,1368
2011-11-26,Calves,Veaux,Male,Male,22216
2011-11-26,Cattle,Bovins,Bulls,Taureaux,3943
2011-11-26,Cattle,Bovins,Cows,Vaches,58202
2011-11-26,Cattle,Bovins,Heifers,Genisses,73177
2011-11-26,Cattle,Bovins,Steers,Bouvillons,108502
2011-11-26,Hogs,Porcs,Hogs,Porcs,1760913
2011-11-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,52162
2011-12-31,Calves,Veaux,Female,Femelle,1726
2011-12-31,Calves,Veaux,Male,Male,25852
2011-12-31,Cattle,Bovins,Bulls,Taureaux,3946
2011-12-31,Cattle,Bovins,Cows,Vaches,63304
2011-12-31,Cattle,Bovins,Heifers,Genisses,78790
2011-12-31,Cattle,Bovins,Steers,Bouvillons,126594
2011-12-31,Hogs,Porcs,Hogs,Porcs,2005724
2011-12-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,51138
2012-01-28,Calves,Veaux,Female,Femelle,1215
2012-01-28,Calves,Veaux,Male,Male,20231
2012-01-28,Cattle,Bovins,Bulls,Taureaux,2069
2012-01-28,Cattle,Bovins,Cows,Vaches,44763
2012-01-28,Cattle,Bovins,Heifers,Genisses,60694
2012-01-28,Cattle,Bovins,Steers,Bouvillons,109350
2012-01-28,Hogs,Porcs,Hogs,Porcs,1695996
2012-01-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,32117
2012-02-25,Calves,Veaux,Female,Femelle,1239
2012-02-25,Calves,Veaux,Male,Male,20645
2012-02-25,Cattle,Bovins,Bulls,Taureaux,2686
2012-02-25,Cattle,Bovins,Cows,Vaches,47587
2012-02-25,Cattle,Bovins,Heifers,Genisses,76466
2012-02-25,Cattle,Bovins,Steers,Bouvillons,99800
2012-02-25,Hogs,Porcs,Hogs,Porcs,1648289
2012-02-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,31987
2012-03-31,Calves,Veaux,Female,Femelle,1502
2012-03-31,Calves,Veaux,Male,Male,24904
2012-03-31,Cattle,Bovins,Bulls,Taureaux,3332
2012-03-31,Cattle,Bovins,Cows,Vaches,53851
2012-03-31,Cattle,Bovins,Heifers,Genisses,114520
2012-03-31,Cattle,Bovins,Steers,Bouvillons,118411
2012-03-31,Hogs,Porcs,Hogs,Porcs,2054201
2012-03-31,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47184
2012-04-28,Calves,Veaux,Female,Femelle,1169
2012-04-28,Calves,Veaux,Male,Male,20745
2012-04-28,Cattle,Bovins,Bulls,Taureaux,3015
2012-04-28,Cattle,Bovins,Cows,Vaches,36681
2012-04-28,Cattle,Bovins,Heifers,Genisses,88376
2012-04-28,Cattle,Bovins,Steers,Bouvillons,95913
2012-04-28,Hogs,Porcs,Hogs,Porcs,1565698
2012-04-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,46991
2012-05-26,Calves,Veaux,Female,Femelle,1220
2012-05-26,Calves,Veaux,Male,Male,21151
2012-05-26,Cattle,Bovins,Bulls,Taureaux,3410
2012-05-26,Cattle,Bovins,Cows,Vaches,33189
2012-05-26,Cattle,Bovins,Heifers,Genisses,83992
2012-05-26,Cattle,Bovins,Steers,Bouvillons,119496
2012-05-26,Hogs,Porcs,Hogs,Porcs,1546009
2012-05-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,37226
2012-06-30,Calves,Veaux,Female,Femelle,1467
2012-06-30,Calves,Veaux,Male,Male,25019
2012-06-30,Cattle,Bovins,Bulls,Taureaux,3186
2012-06-30,Cattle,Bovins,Cows,Vaches,34499
2012-06-30,Cattle,Bovins,Heifers,Genisses,87486
2012-06-30,Cattle,Bovins,Steers,Bouvillons,162033
2012-06-30,Hogs,Porcs,Hogs,Porcs,1922410
2012-06-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40196
2012-07-28,Calves,Veaux,Female,Femelle,1186
2012-07-28,Calves,Veaux,Male,Male,20856
2012-07-28,Cattle,Bovins,Bulls,Taureaux,3011
2012-07-28,Cattle,Bovins,Cows,Vaches,28737
2012-07-28,Cattle,Bovins,Heifers,Genisses,57660
2012-07-28,Cattle,Bovins,Steers,Bouvillons,136382
2012-07-28,Hogs,Porcs,Hogs,Porcs,1521741
2012-07-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42049
2012-08-25,Calves,Veaux,Female,Femelle,1337
2012-08-25,Calves,Veaux,Male,Male,20953
2012-08-25,Cattle,Bovins,Bulls,Taureaux,3139
2012-08-25,Cattle,Bovins,Cows,Vaches,23191
2012-08-25,Cattle,Bovins,Heifers,Genisses,58119
2012-08-25,Cattle,Bovins,Steers,Bouvillons,136595
2012-08-25,Hogs,Porcs,Hogs,Porcs,1576042
2012-08-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42867
2012-09-29,Calves,Veaux,Female,Femelle,1540
2012-09-29,Calves,Veaux,Male,Male,24168
2012-09-29,Cattle,Bovins,Bulls,Taureaux,3197
2012-09-29,Cattle,Bovins,Cows,Vaches,27264
2012-09-29,Cattle,Bovins,Heifers,Genisses,68710
2012-09-29,Cattle,Bovins,Steers,Bouvillons,149011
2012-09-29,Hogs,Porcs,Hogs,Porcs,2108476
2012-09-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41505
2012-10-27,Calves,Veaux,Female,Femelle,1082
2012-10-27,Calves,Veaux,Male,Male,19369
2012-10-27,Cattle,Bovins,Bulls,Taureaux,1766
2012-10-27,Cattle,Bovins,Cows,Vaches,24924
2012-10-27,Cattle,Bovins,Heifers,Genisses,51332
2012-10-27,Cattle,Bovins,Steers,Bouvillons,95150
2012-10-27,Hogs,Porcs,Hogs,Porcs,1701541
2012-10-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,61644
2012-11-24,Calves,Veaux,Female,Femelle,1218
2012-11-24,Calves,Veaux,Male,Male,20962
2012-11-24,Cattle,Bovins,Bulls,Taureaux,1537
2012-11-24,Cattle,Bovins,Cows,Vaches,34563
2012-11-24,Cattle,Bovins,Heifers,Genisses,56602
2012-11-24,Cattle,Bovins,Steers,Bouvillons,112200
2012-11-24,Hogs,Porcs,Hogs,Porcs,1760476
2012-11-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,40671
2012-12-29,Calves,Veaux,Female,Femelle,1528
2012-12-29,Calves,Veaux,Male,Male,23218
2012-12-29,Cattle,Bovins,Bulls,Taureaux,1338
2012-12-29,Cattle,Bovins,Cows,Vaches,55588
2012-12-29,Cattle,Bovins,Heifers,Genisses,68113
2012-12-29,Cattle,Bovins,Steers,Bouvillons,99104
2012-12-29,Hogs,Porcs,Hogs,Porcs,2019626
2012-12-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,54231
2013-01-26,Calves,Veaux,Female,Femelle,1134
2013-01-26,Calves,Veaux,Male,Male,18924
2013-01-26,Cattle,Bovins,Bulls,Taureaux,1214
2013-01-26,Cattle,Bovins,Cows,Vaches,48590
2013-01-26,Cattle,Bovins,Heifers,Genisses,45853
2013-01-26,Cattle,Bovins,Steers,Bouvillons,95370
2013-01-26,Hogs,Porcs,Hogs,Porcs,1622804
2013-01-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34963
2013-02-23,Calves,Veaux,Female,Femelle,1140
2013-02-23,Calves,Veaux,Male,Male,19747
2013-02-23,Cattle,Bovins,Bulls,Taureaux,1168
2013-02-23,Cattle,Bovins,Cows,Vaches,44388
2013-02-23,Cattle,Bovins,Heifers,Genisses,55966
2013-02-23,Cattle,Bovins,Steers,Bouvillons,101501
2013-02-23,Hogs,Porcs,Hogs,Porcs,1634126
2013-02-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,31972
2013-03-30,Calves,Veaux,Female,Femelle,1508
2013-03-30,Calves,Veaux,Male,Male,23843
2013-03-30,Cattle,Bovins,Bulls,Taureaux,1393
2013-03-30,Cattle,Bovins,Cows,Vaches,43125
2013-03-30,Cattle,Bovins,Heifers,Genisses,92918
2013-03-30,Cattle,Bovins,Steers,Bouvillons,127011
2013-03-30,Hogs,Porcs,Hogs,Porcs,2030302
2013-03-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,57640
2013-04-27,Calves,Veaux,Female,Femelle,1119
2013-04-27,Calves,Veaux,Male,Male,19754
2013-04-27,Cattle,Bovins,Bulls,Taureaux,1654
2013-04-27,Cattle,Bovins,Cows,Vaches,32197
2013-04-27,Cattle,Bovins,Heifers,Genisses,85881
2013-04-27,Cattle,Bovins,Steers,Bouvillons,106378
2013-04-27,Hogs,Porcs,Hogs,Porcs,1594729
2013-04-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,46668
2013-05-25,Calves,Veaux,Female,Femelle,1117
2013-05-25,Calves,Veaux,Male,Male,19201
2013-05-25,Cattle,Bovins,Bulls,Taureaux,1910
2013-05-25,Cattle,Bovins,Cows,Vaches,31154
2013-05-25,Cattle,Bovins,Heifers,Genisses,84804
2013-05-25,Cattle,Bovins,Steers,Bouvillons,99994
2013-05-25,Hogs,Porcs,Hogs,Porcs,1511014
2013-05-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45982
2013-06-29,Calves,Veaux,Female,Femelle,1445
2013-06-29,Calves,Veaux,Male,Male,23879
2013-06-29,Cattle,Bovins,Bulls,Taureaux,1766
2013-06-29,Cattle,Bovins,Cows,Vaches,35971
2013-06-29,Cattle,Bovins,Heifers,Genisses,67562
2013-06-29,Cattle,Bovins,Steers,Bouvillons,147603
2013-06-29,Hogs,Porcs,Hogs,Porcs,1907616
2013-06-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45651
2013-07-27,Calves,Veaux,Female,Femelle,1141
2013-07-27,Calves,Veaux,Male,Male,20129
2013-07-27,Cattle,Bovins,Bulls,Taureaux,1753
2013-07-27,Cattle,Bovins,Cows,Vaches,30422
2013-07-27,Cattle,Bovins,Heifers,Genisses,51397
2013-07-27,Cattle,Bovins,Steers,Bouvillons,127261
2013-07-27,Hogs,Porcs,Hogs,Porcs,1517439
2013-07-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,49268
2013-08-24,Calves,Veaux,Female,Femelle,1138
2013-08-24,Calves,Veaux,Male,Male,19126
2013-08-24,Cattle,Bovins,Bulls,Taureaux,1638
2013-08-24,Cattle,Bovins,Cows,Vaches,31152
2013-08-24,Cattle,Bovins,Heifers,Genisses,54052
2013-08-24,Cattle,Bovins,Steers,Bouvillons,127322
2013-08-24,Hogs,Porcs,Hogs,Porcs,1542166
2013-08-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47332
2013-09-28,Calves,Veaux,Female,Femelle,1312
2013-09-28,Calves,Veaux,Male,Male,22586
2013-09-28,Cattle,Bovins,Bulls,Taureaux,1867
2013-09-28,Cattle,Bovins,Cows,Vaches,36037
2013-09-28,Cattle,Bovins,Heifers,Genisses,75876
2013-09-28,Cattle,Bovins,Steers,Bouvillons,161515
2013-09-28,Hogs,Porcs,Hogs,Porcs,2017020
2013-09-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47017
2013-10-26,Calves,Veaux,Female,Femelle,1209
2013-10-26,Calves,Veaux,Male,Male,19300
2013-10-26,Cattle,Bovins,Bulls,Taureaux,1695
2013-10-26,Cattle,Bovins,Cows,Vaches,41215
2013-10-26,Cattle,Bovins,Heifers,Genisses,61528
2013-10-26,Cattle,Bovins,Steers,Bouvillons,118108
2013-10-26,Hogs,Porcs,Hogs,Porcs,1656884
2013-10-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,62901
2013-11-23,Calves,Veaux,Female,Femelle,1211
2013-11-23,Calves,Veaux,Male,Male,19642
2013-11-23,Cattle,Bovins,Bulls,Taureaux,1539
2013-11-23,Cattle,Bovins,Cows,Vaches,51186
2013-11-23,Cattle,Bovins,Heifers,Genisses,70952
2013-11-23,Cattle,Bovins,Steers,Bouvillons,100365
2013-11-23,Hogs,Porcs,Hogs,Porcs,1716894
2013-11-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42097
2013-12-28,Calves,Veaux,Female,Femelle,1423
2013-12-28,Calves,Veaux,Male,Male,22452
2013-12-28,Cattle,Bovins,Bulls,Taureaux,1230
2013-12-28,Cattle,Bovins,Cows,Vaches,61684
2013-12-28,Cattle,Bovins,Heifers,Genisses,75667
2013-12-28,Cattle,Bovins,Steers,Bouvillons,111520
2013-12-28,Hogs,Porcs,Hogs,Porcs,2007908
2013-12-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,57303
2014-01-25,Calves,Veaux,Female,Femelle,1113
2014-01-25,Calves,Veaux,Male,Male,18559
2014-01-25,Cattle,Bovins,Bulls,Taureaux,1154
2014-01-25,Cattle,Bovins,Cows,Vaches,46459
2014-01-25,Cattle,Bovins,Heifers,Genisses,51880
2014-01-25,Cattle,Bovins,Steers,Bouvillons,105005
2014-01-25,Hogs,Porcs,Hogs,Porcs,1592852
2014-01-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,37161
2014-02-22,Calves,Veaux,Female,Femelle,1202
2014-02-22,Calves,Veaux,Male,Male,19574
2014-02-22,Cattle,Bovins,Bulls,Taureaux,1099
2014-02-22,Cattle,Bovins,Cows,Vaches,42203
2014-02-22,Cattle,Bovins,Heifers,Genisses,61704
2014-02-22,Cattle,Bovins,Steers,Bouvillons,105812
2014-02-22,Hogs,Porcs,Hogs,Porcs,1586041
2014-02-22,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,36395
2014-03-29,Calves,Veaux,Female,Femelle,1360
2014-03-29,Calves,Veaux,Male,Male,22416
2014-03-29,Cattle,Bovins,Bulls,Taureaux,1171
2014-03-29,Cattle,Bovins,Cows,Vaches,44872
2014-03-29,Cattle,Bovins,Heifers,Genisses,106959
2014-03-29,Cattle,Bovins,Steers,Bouvillons,134371
2014-03-29,Hogs,Porcs,Hogs,Porcs,2007620
2014-03-29,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41382
2014-04-26,Calves,Veaux,Female,Femelle,1056
2014-04-26,Calves,Veaux,Male,Male,18738
2014-04-26,Cattle,Bovins,Bulls,Taureaux,1268
2014-04-26,Cattle,Bovins,Cows,Vaches,30327
2014-04-26,Cattle,Bovins,Heifers,Genisses,94173
2014-04-26,Cattle,Bovins,Steers,Bouvillons,93291
2014-04-26,Hogs,Porcs,Hogs,Porcs,1515531
2014-04-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,65824
2014-05-24,Calves,Veaux,Female,Femelle,1158
2014-05-24,Calves,Veaux,Male,Male,18761
2014-05-24,Cattle,Bovins,Bulls,Taureaux,1642
2014-05-24,Cattle,Bovins,Cows,Vaches,27763
2014-05-24,Cattle,Bovins,Heifers,Genisses,77296
2014-05-24,Cattle,Bovins,Steers,Bouvillons,111275
2014-05-24,Hogs,Porcs,Hogs,Porcs,1510048
2014-05-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,41062
2014-06-28,Calves,Veaux,Female,Femelle,1364
2014-06-28,Calves,Veaux,Male,Male,22935
2014-06-28,Cattle,Bovins,Bulls,Taureaux,1821
2014-06-28,Cattle,Bovins,Cows,Vaches,36445
2014-06-28,Cattle,Bovins,Heifers,Genisses,89136
2014-06-28,Cattle,Bovins,Steers,Bouvillons,161444
2014-06-28,Hogs,Porcs,Hogs,Porcs,1886108
2014-06-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47483
2014-07-26,Calves,Veaux,Female,Femelle,1036
2014-07-26,Calves,Veaux,Male,Male,18456
2014-07-26,Cattle,Bovins,Bulls,Taureaux,1653
2014-07-26,Cattle,Bovins,Cows,Vaches,29953
2014-07-26,Cattle,Bovins,Heifers,Genisses,50840
2014-07-26,Cattle,Bovins,Steers,Bouvillons,127076
2014-07-26,Hogs,Porcs,Hogs,Porcs,1517396
2014-07-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47924
2014-08-23,Calves,Veaux,Female,Femelle,1066
2014-08-23,Calves,Veaux,Male,Male,18089
2014-08-23,Cattle,Bovins,Bulls,Taureaux,1698
2014-08-23,Cattle,Bovins,Cows,Vaches,26522
2014-08-23,Cattle,Bovins,Heifers,Genisses,61194
2014-08-23,Cattle,Bovins,Steers,Bouvillons,128722
2014-08-23,Hogs,Porcs,Hogs,Porcs,1536910
2014-08-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,44927
2014-09-27,Calves,Veaux,Female,Femelle,1336
2014-09-27,Calves,Veaux,Male,Male,21537
2014-09-27,Cattle,Bovins,Bulls,Taureaux,2067
2014-09-27,Cattle,Bovins,Cows,Vaches,34921
2014-09-27,Cattle,Bovins,Heifers,Genisses,83552
2014-09-27,Cattle,Bovins,Steers,Bouvillons,160306
2014-09-27,Hogs,Porcs,Hogs,Porcs,1977269
2014-09-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,52494
2014-10-25,Calves,Veaux,Female,Femelle,1052
2014-10-25,Calves,Veaux,Male,Male,17764
2014-10-25,Cattle,Bovins,Bulls,Taureaux,1668
2014-10-25,Cattle,Bovins,Cows,Vaches,32381
2014-10-25,Cattle,Bovins,Heifers,Genisses,74122
2014-10-25,Cattle,Bovins,Steers,Bouvillons,117735
2014-10-25,Hogs,Porcs,Hogs,Porcs,1594906
2014-10-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,64611
2014-11-22,Calves,Veaux,Female,Femelle,1168
2014-11-22,Calves,Veaux,Male,Male,17670
2014-11-22,Cattle,Bovins,Bulls,Taureaux,1783
2014-11-22,Cattle,Bovins,Cows,Vaches,42714
2014-11-22,Cattle,Bovins,Heifers,Genisses,65265
2014-11-22,Cattle,Bovins,Steers,Bouvillons,110903
2014-11-22,Hogs,Porcs,Hogs,Porcs,1694662
2014-11-22,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,43640
2014-12-27,Calves,Veaux,Female,Femelle,1355
2014-12-27,Calves,Veaux,Male,Male,21653
2014-12-27,Cattle,Bovins,Bulls,Taureaux,1739
2014-12-27,Cattle,Bovins,Cows,Vaches,52647
2014-12-27,Cattle,Bovins,Heifers,Genisses,71761
2014-12-27,Cattle,Bovins,Steers,Bouvillons,123236
2014-12-27,Hogs,Porcs,Hogs,Porcs,1916586
2014-12-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,62669
2015-01-24,Calves,Veaux,Female,Femelle,888
2015-01-24,Calves,Veaux,Male,Male,17112
2015-01-24,Cattle,Bovins,Bulls,Taureaux,1093
2015-01-24,Cattle,Bovins,Cows,Vaches,37550
2015-01-24,Cattle,Bovins,Heifers,Genisses,53788
2015-01-24,Cattle,Bovins,Steers,Bouvillons,100741
2015-01-24,Hogs,Porcs,Hogs,Porcs,1606746
2015-01-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,35456
2015-02-21,Calves,Veaux,Female,Femelle,1117
2015-02-21,Calves,Veaux,Male,Male,17224
2015-02-21,Cattle,Bovins,Bulls,Taureaux,1103
2015-02-21,Cattle,Bovins,Cows,Vaches,39954
2015-02-21,Cattle,Bovins,Heifers,Genisses,62771
2015-02-21,Cattle,Bovins,Steers,Bouvillons,98316
2015-02-21,Hogs,Porcs,Hogs,Porcs,1650535
2015-02-21,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,34115
2015-03-28,Calves,Veaux,Female,Femelle,1415
2015-03-28,Calves,Veaux,Male,Male,21007
2015-03-28,Cattle,Bovins,Bulls,Taureaux,1173
2015-03-28,Cattle,Bovins,Cows,Vaches,37901
2015-03-28,Cattle,Bovins,Heifers,Genisses,98185
2015-03-28,Cattle,Bovins,Steers,Bouvillons,123014
2015-03-28,Hogs,Porcs,Hogs,Porcs,2033229
2015-03-28,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,56075
2015-04-25,Calves,Veaux,Female,Femelle,962
2015-04-25,Calves,Veaux,Male,Male,16206
2015-04-25,Cattle,Bovins,Bulls,Taureaux,1477
2015-04-25,Cattle,Bovins,Cows,Vaches,26558
2015-04-25,Cattle,Bovins,Heifers,Genisses,83051
2015-04-25,Cattle,Bovins,Steers,Bouvillons,86361
2015-04-25,Hogs,Porcs,Hogs,Porcs,1570012
2015-04-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,47516
2015-05-23,Calves,Veaux,Female,Femelle,1039
2015-05-23,Calves,Veaux,Male,Male,16592
2015-05-23,Cattle,Bovins,Bulls,Taureaux,2105
2015-05-23,Cattle,Bovins,Cows,Vaches,23040
2015-05-23,Cattle,Bovins,Heifers,Genisses,69597
2015-05-23,Cattle,Bovins,Steers,Bouvillons,95724
2015-05-23,Hogs,Porcs,Hogs,Porcs,1562949
2015-05-23,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,38205
2015-06-27,Calves,Veaux,Female,Femelle,1292
2015-06-27,Calves,Veaux,Male,Male,20210
2015-06-27,Cattle,Bovins,Bulls,Taureaux,2580
2015-06-27,Cattle,Bovins,Cows,Vaches,31427
2015-06-27,Cattle,Bovins,Heifers,Genisses,63621
2015-06-27,Cattle,Bovins,Steers,Bouvillons,146314
2015-06-27,Hogs,Porcs,Hogs,Porcs,1960712
2015-06-27,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,49690
2015-07-25,Calves,Veaux,Female,Femelle,987
2015-07-25,Calves,Veaux,Male,Male,15835
2015-07-25,Cattle,Bovins,Bulls,Taureaux,2128
2015-07-25,Cattle,Bovins,Cows,Vaches,26165
2015-07-25,Cattle,Bovins,Heifers,Genisses,43926
2015-07-25,Cattle,Bovins,Steers,Bouvillons,126849
2015-07-25,Hogs,Porcs,Hogs,Porcs,1567650
2015-07-25,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,45967
2015-08-22,Calves,Veaux,Female,Femelle,893
2015-08-22,Calves,Veaux,Male,Male,15287
2015-08-22,Cattle,Bovins,Bulls,Taureaux,1910
2015-08-22,Cattle,Bovins,Cows,Vaches,28125
2015-08-22,Cattle,Bovins,Heifers,Genisses,49335
2015-08-22,Cattle,Bovins,Steers,Bouvillons,130908
2015-08-22,Hogs,Porcs,Hogs,Porcs,1605620
2015-08-22,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42599
2015-09-26,Calves,Veaux,Female,Femelle,1136
2015-09-26,Calves,Veaux,Male,Male,19129
2015-09-26,Cattle,Bovins,Bulls,Taureaux,2019
2015-09-26,Cattle,Bovins,Cows,Vaches,29484
2015-09-26,Cattle,Bovins,Heifers,Genisses,65910
2015-09-26,Cattle,Bovins,Steers,Bouvillons,174463
2015-09-26,Hogs,Porcs,Hogs,Porcs,1985382
2015-09-26,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,67191
2015-10-24,Calves,Veaux,Female,Femelle,977
2015-10-24,Calves,Veaux,Male,Male,16669
2015-10-24,Cattle,Bovins,Bulls,Taureaux,2040
2015-10-24,Cattle,Bovins,Cows,Vaches,25895
2015-10-24,Cattle,Bovins,Heifers,Genisses,56869
2015-10-24,Cattle,Bovins,Steers,Bouvillons,131012
2015-10-24,Hogs,Porcs,Hogs,Porcs,1633501
2015-10-24,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42489
2015-11-21,Calves,Veaux,Female,Femelle,1010
2015-11-21,Calves,Veaux,Male,Male,17269
2015-11-21,Cattle,Bovins,Bulls,Taureaux,2100
2015-11-21,Cattle,Bovins,Cows,Vaches,32102
2015-11-21,Cattle,Bovins,Heifers,Genisses,59889
2015-11-21,Cattle,Bovins,Steers,Bouvillons,118506
2015-11-21,Hogs,Porcs,Hogs,Porcs,1712571
2015-11-21,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,42167
2016-01-02,Calves,Veaux,Female,Femelle,1302
2016-01-02,Calves,Veaux,Male,Male,20751
2016-01-02,Cattle,Bovins,Bulls,Taureaux,1915
2016-01-02,Cattle,Bovins,Cows,Vaches,51440
2016-01-02,Cattle,Bovins,Heifers,Genisses,79361
2016-01-02,Cattle,Bovins,Steers,Bouvillons,141675
2016-01-02,Hogs,Porcs,Hogs,Porcs,2297336
2016-01-02,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,61099
2016-01-30,Calves,Veaux,Female,Femelle,998
2016-01-30,Calves,Veaux,Male,Male,16725
2016-01-30,Cattle,Bovins,Bulls,Taureaux,1608
2016-01-30,Cattle,Bovins,Cows,Vaches,40190
2016-01-30,Cattle,Bovins,Heifers,Genisses,59838
2016-01-30,Cattle,Bovins,Steers,Bouvillons,101966
2016-01-30,Hogs,Porcs,Hogs,Porcs,1770788
2016-01-30,Sheep/Lamb,Moutons/agneaux,Sheep/Lamb,Moutons/agneaux,35454
2016-02-27,Calves,Veaux,Female,Femelle,990
2016-02-27,Calves,Veaux,Male,Male,16280
