dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1936-07-01,8.072000000000001,0.16,Melbourne,Australia,37.78S,144.41E
1936-08-01,9.271,0.214,Melbourne,Australia,37.78S,144.41E
1936-09-01,9.479,0.173,Melbourne,Australia,37.78S,144.41E
1936-10-01,12.281,0.139,Melbourne,Australia,37.78S,144.41E
1936-11-01,14.242,0.201,Melbourne,Australia,37.78S,144.41E
1936-12-01,17.529,0.294,Melbourne,Australia,37.78S,144.41E
1937-01-01,16.805999999999994,0.483,Melbourne,Australia,37.78S,144.41E
1937-02-01,19.112000000000002,0.294,Melbourne,Australia,37.78S,144.41E
1937-03-01,17.641,0.391,Melbourne,Australia,37.78S,144.41E
1937-04-01,13.001,0.273,Melbourne,Australia,37.78S,144.41E
1937-05-01,10.957999999999998,0.17600000000000002,Melbourne,Australia,37.78S,144.41E
1937-06-01,7.465,0.568,Melbourne,Australia,37.78S,144.41E
1937-07-01,7.574,0.229,Melbourne,Australia,37.78S,144.41E
1937-08-01,10.071,0.197,Melbourne,Australia,37.78S,144.41E
1937-09-01,11.23,0.17800000000000002,Melbourne,Australia,37.78S,144.41E
1937-10-01,13.745,0.249,Melbourne,Australia,37.78S,144.41E
1937-11-01,16.742,0.586,Melbourne,Australia,37.78S,144.41E
1937-12-01,17.07,0.431,Melbourne,Australia,37.78S,144.41E
1938-01-01,18.677,0.322,Melbourne,Australia,37.78S,144.41E
1938-02-01,18.411,0.389,Melbourne,Australia,37.78S,144.41E
1938-03-01,17.877,0.27,Melbourne,Australia,37.78S,144.41E
1938-04-01,15.11,0.241,Melbourne,Australia,37.78S,144.41E
1938-05-01,12.364999999999998,0.429,Melbourne,Australia,37.78S,144.41E
1938-06-01,8.164,0.205,Melbourne,Australia,37.78S,144.41E
1938-07-01,7.612999999999999,0.225,Melbourne,Australia,37.78S,144.41E
1938-08-01,8.799,0.218,Melbourne,Australia,37.78S,144.41E
1938-09-01,10.821,0.258,Melbourne,Australia,37.78S,144.41E
1938-10-01,13.867,0.539,Melbourne,Australia,37.78S,144.41E
1938-11-01,16.504,0.329,Melbourne,Australia,37.78S,144.41E
1938-12-01,16.930999999999994,0.393,Melbourne,Australia,37.78S,144.41E
1939-01-01,20.566,0.28,Melbourne,Australia,37.78S,144.41E
1939-02-01,19.907,0.341,Melbourne,Australia,37.78S,144.41E
1939-03-01,17.363,0.233,Melbourne,Australia,37.78S,144.41E
1939-04-01,14.304,0.364,Melbourne,Australia,37.78S,144.41E
1939-05-01,12.107999999999999,0.245,Melbourne,Australia,37.78S,144.41E
1939-06-01,8.865,0.295,Melbourne,Australia,37.78S,144.41E
1939-07-01,6.94,0.118,Melbourne,Australia,37.78S,144.41E
1939-08-01,8.7,0.115,Melbourne,Australia,37.78S,144.41E
1939-09-01,10.354,0.158,Melbourne,Australia,37.78S,144.41E
1939-10-01,12.246,0.284,Melbourne,Australia,37.78S,144.41E
1939-11-01,14.145,0.35700000000000004,Melbourne,Australia,37.78S,144.41E
1939-12-01,15.402,0.383,Melbourne,Australia,37.78S,144.41E
1940-01-01,18.036,0.18600000000000005,Melbourne,Australia,37.78S,144.41E
1940-02-01,16.970000000000002,0.184,Melbourne,Australia,37.78S,144.41E
1940-03-01,19.412,0.31,Melbourne,Australia,37.78S,144.41E
1940-04-01,12.726,0.415,Melbourne,Australia,37.78S,144.41E
1940-05-01,9.846,0.21,Melbourne,Australia,37.78S,144.41E
1940-06-01,8.33,0.086,Melbourne,Australia,37.78S,144.41E
1940-07-01,8.469,0.32,Melbourne,Australia,37.78S,144.41E
1940-08-01,8.971,0.188,Melbourne,Australia,37.78S,144.41E
1940-09-01,11.071,0.234,Melbourne,Australia,37.78S,144.41E
1940-10-01,14.388,0.16699999999999998,Melbourne,Australia,37.78S,144.41E
1940-11-01,14.01,0.503,Melbourne,Australia,37.78S,144.41E
1940-12-01,18.06,0.239,Melbourne,Australia,37.78S,144.41E
1941-01-01,17.796,0.189,Melbourne,Australia,37.78S,144.41E
1941-02-01,18.172,0.606,Melbourne,Australia,37.78S,144.41E
1941-03-01,15.780999999999999,0.218,Melbourne,Australia,37.78S,144.41E
1941-04-01,15.08,0.174,Melbourne,Australia,37.78S,144.41E
1941-05-01,10.754,0.138,Melbourne,Australia,37.78S,144.41E
1941-06-01,8.777999999999999,0.184,Melbourne,Australia,37.78S,144.41E
1941-07-01,8.204,0.238,Melbourne,Australia,37.78S,144.41E
1941-08-01,8.995000000000003,0.303,Melbourne,Australia,37.78S,144.41E
1941-09-01,10.4,0.253,Melbourne,Australia,37.78S,144.41E
1941-10-01,11.175999999999998,0.455,Melbourne,Australia,37.78S,144.41E
1941-11-01,15.231,0.284,Melbourne,Australia,37.78S,144.41E
1941-12-01,17.547,0.408,Melbourne,Australia,37.78S,144.41E
1942-01-01,18.782,0.314,Melbourne,Australia,37.78S,144.41E
1942-02-01,18.753,0.196,Melbourne,Australia,37.78S,144.41E
1942-03-01,17.613,0.366,Melbourne,Australia,37.78S,144.41E
1942-04-01,13.459,0.232,Melbourne,Australia,37.78S,144.41E
1942-05-01,11.678999999999998,0.145,Melbourne,Australia,37.78S,144.41E
1942-06-01,9.031,0.202,Melbourne,Australia,37.78S,144.41E
1942-07-01,7.962999999999999,0.306,Melbourne,Australia,37.78S,144.41E
1942-08-01,9.427,0.26,Melbourne,Australia,37.78S,144.41E
1942-09-01,11.136,0.191,Melbourne,Australia,37.78S,144.41E
1942-10-01,12.947,0.134,Melbourne,Australia,37.78S,144.41E
1942-11-01,15.16,0.248,Melbourne,Australia,37.78S,144.41E
1942-12-01,18.378,0.328,Melbourne,Australia,37.78S,144.41E
1943-01-01,19.455,0.298,Melbourne,Australia,37.78S,144.41E
1943-02-01,18.189,0.455,Melbourne,Australia,37.78S,144.41E
1943-03-01,17.281,0.319,Melbourne,Australia,37.78S,144.41E
1943-04-01,12.17,0.35700000000000004,Melbourne,Australia,37.78S,144.41E
1943-05-01,9.843,0.185,Melbourne,Australia,37.78S,144.41E
1943-06-01,7.733,0.196,Melbourne,Australia,37.78S,144.41E
1943-07-01,7.73,0.197,Melbourne,Australia,37.78S,144.41E
1943-08-01,7.415,0.232,Melbourne,Australia,37.78S,144.41E
1943-09-01,10.067,0.339,Melbourne,Australia,37.78S,144.41E
1943-10-01,11.72,0.221,Melbourne,Australia,37.78S,144.41E
1943-11-01,14.361,0.183,Melbourne,Australia,37.78S,144.41E
1943-12-01,16.217,0.179,Melbourne,Australia,37.78S,144.41E
1944-01-01,19.15,0.254,Melbourne,Australia,37.78S,144.41E
1944-02-01,17.895000000000003,0.287,Melbourne,Australia,37.78S,144.41E
1944-03-01,17.522000000000002,0.151,Melbourne,Australia,37.78S,144.41E
1944-04-01,11.607,0.29100000000000004,Melbourne,Australia,37.78S,144.41E
1944-05-01,10.34,0.297,Melbourne,Australia,37.78S,144.41E
1944-06-01,7.842,0.236,Melbourne,Australia,37.78S,144.41E
1944-07-01,7.441,0.222,Melbourne,Australia,37.78S,144.41E
1944-08-01,8.073,0.267,Melbourne,Australia,37.78S,144.41E
1944-09-01,11.496,0.264,Melbourne,Australia,37.78S,144.41E
1944-10-01,12.886,0.202,Melbourne,Australia,37.78S,144.41E
1944-11-01,15.378,0.204,Melbourne,Australia,37.78S,144.41E
1944-12-01,16.915,0.247,Melbourne,Australia,37.78S,144.41E
1945-01-01,18.072,0.213,Melbourne,Australia,37.78S,144.41E
1945-02-01,17.088,0.14400000000000002,Melbourne,Australia,37.78S,144.41E
1945-03-01,14.855999999999998,0.273,Melbourne,Australia,37.78S,144.41E
1945-04-01,12.890999999999998,0.306,Melbourne,Australia,37.78S,144.41E
1945-05-01,10.539,0.299,Melbourne,Australia,37.78S,144.41E
1945-06-01,9.533999999999999,0.328,Melbourne,Australia,37.78S,144.41E
1945-07-01,7.0500000000000025,0.35700000000000004,Melbourne,Australia,37.78S,144.41E
1945-08-01,9.653,0.306,Melbourne,Australia,37.78S,144.41E
1945-09-01,10.088,0.273,Melbourne,Australia,37.78S,144.41E
1945-10-01,12.422,0.325,Melbourne,Australia,37.78S,144.41E
1945-11-01,15.779000000000002,0.257,Melbourne,Australia,37.78S,144.41E
1945-12-01,18.079,0.129,Melbourne,Australia,37.78S,144.41E
1946-01-01,19.135,0.405,Melbourne,Australia,37.78S,144.41E
1946-02-01,17.667,0.245,Melbourne,Australia,37.78S,144.41E
1946-03-01,15.661,0.243,Melbourne,Australia,37.78S,144.41E
1946-04-01,12.026,0.13,Melbourne,Australia,37.78S,144.41E
1946-05-01,10.345,0.273,Melbourne,Australia,37.78S,144.41E
1946-06-01,7.593,0.222,Melbourne,Australia,37.78S,144.41E
1946-07-01,8.684000000000001,0.234,Melbourne,Australia,37.78S,144.41E
1946-08-01,8.396,0.232,Melbourne,Australia,37.78S,144.41E
1946-09-01,9.722,0.285,Melbourne,Australia,37.78S,144.41E
1946-10-01,10.625,0.184,Melbourne,Australia,37.78S,144.41E
1946-11-01,14.695,0.153,Melbourne,Australia,37.78S,144.41E
1946-12-01,17.019000000000002,0.26,Melbourne,Australia,37.78S,144.41E
1947-01-01,18.704,0.22,Melbourne,Australia,37.78S,144.41E
1947-02-01,20.977,0.252,Melbourne,Australia,37.78S,144.41E
1947-03-01,17.183999999999994,0.23,Melbourne,Australia,37.78S,144.41E
1947-04-01,14.057,0.179,Melbourne,Australia,37.78S,144.41E
1947-05-01,12.505,0.198,Melbourne,Australia,37.78S,144.41E
1947-06-01,8.914,0.208,Melbourne,Australia,37.78S,144.41E
1947-07-01,8.191,0.16399999999999998,Melbourne,Australia,37.78S,144.41E
1947-08-01,8.127,0.217,Melbourne,Australia,37.78S,144.41E
1947-09-01,10.452,0.268,Melbourne,Australia,37.78S,144.41E
1947-10-01,12.027,0.221,Melbourne,Australia,37.78S,144.41E
1947-11-01,13.66,0.19,Melbourne,Australia,37.78S,144.41E
1947-12-01,16.851,0.163,Melbourne,Australia,37.78S,144.41E
1948-01-01,17.667,0.298,Melbourne,Australia,37.78S,144.41E
1948-02-01,19.292,0.126,Melbourne,Australia,37.78S,144.41E
1948-03-01,14.721999999999998,0.163,Melbourne,Australia,37.78S,144.41E
1948-04-01,13.358,0.14800000000000002,Melbourne,Australia,37.78S,144.41E
1948-05-01,10.175,0.21600000000000005,Melbourne,Australia,37.78S,144.41E
1948-06-01,8.149,0.26,Melbourne,Australia,37.78S,144.41E
1948-07-01,7.2810000000000015,0.207,Melbourne,Australia,37.78S,144.41E
1948-08-01,9.347,0.214,Melbourne,Australia,37.78S,144.41E
1948-09-01,11.323,0.139,Melbourne,Australia,37.78S,144.41E
1948-10-01,11.454,0.229,Melbourne,Australia,37.78S,144.41E
1948-11-01,13.948,0.147,Melbourne,Australia,37.78S,144.41E
1948-12-01,17.035,0.36,Melbourne,Australia,37.78S,144.41E
1949-01-01,18.188,0.19,Melbourne,Australia,37.78S,144.41E
1949-02-01,16.238000000000003,0.303,Melbourne,Australia,37.78S,144.41E
1949-03-01,16.244,0.197,Melbourne,Australia,37.78S,144.41E
1949-04-01,12.243,0.156,Melbourne,Australia,37.78S,144.41E
1949-05-01,9.857,0.13,Melbourne,Australia,37.78S,144.41E
1949-06-01,7.097,0.231,Melbourne,Australia,37.78S,144.41E
1949-07-01,8.251,0.168,Melbourne,Australia,37.78S,144.41E
1949-08-01,8.746,0.19,Melbourne,Australia,37.78S,144.41E
1949-09-01,10.39,0.159,Melbourne,Australia,37.78S,144.41E
1949-10-01,12.305,0.172,Melbourne,Australia,37.78S,144.41E
1949-11-01,14.329,0.139,Melbourne,Australia,37.78S,144.41E
1949-12-01,15.202,0.3,Melbourne,Australia,37.78S,144.41E
1950-01-01,17.335,0.243,Melbourne,Australia,37.78S,144.41E
1950-02-01,17.98,0.185,Melbourne,Australia,37.78S,144.41E
1950-03-01,16.769000000000002,0.166,Melbourne,Australia,37.78S,144.41E
1950-04-01,13.640999999999998,0.224,Melbourne,Australia,37.78S,144.41E
1950-05-01,10.472,0.201,Melbourne,Australia,37.78S,144.41E
1950-06-01,7.9620000000000015,0.422,Melbourne,Australia,37.78S,144.41E
1950-07-01,8.561,0.218,Melbourne,Australia,37.78S,144.41E
1950-08-01,9.086,0.236,Melbourne,Australia,37.78S,144.41E
1950-09-01,11.693,0.192,Melbourne,Australia,37.78S,144.41E
1950-10-01,13.194,0.266,Melbourne,Australia,37.78S,144.41E
1950-11-01,15.358,0.26,Melbourne,Australia,37.78S,144.41E
1950-12-01,18.986,0.177,Melbourne,Australia,37.78S,144.41E
1951-01-01,21.629,0.242,Melbourne,Australia,37.78S,144.41E
1951-02-01,20.189,0.285,Melbourne,Australia,37.78S,144.41E
1951-03-01,18.467,0.202,Melbourne,Australia,37.78S,144.41E
1951-04-01,11.667,0.32299999999999995,Melbourne,Australia,37.78S,144.41E
1951-05-01,10.625,0.27,Melbourne,Australia,37.78S,144.41E
1951-06-01,9.469,0.5820000000000001,Melbourne,Australia,37.78S,144.41E
1951-07-01,7.962999999999999,0.274,Melbourne,Australia,37.78S,144.41E
1951-08-01,7.894,0.292,Melbourne,Australia,37.78S,144.41E
1951-09-01,11.386,0.447,Melbourne,Australia,37.78S,144.41E
1951-10-01,12.507,0.272,Melbourne,Australia,37.78S,144.41E
1951-11-01,14.097,0.446,Melbourne,Australia,37.78S,144.41E
1951-12-01,16.784000000000002,0.234,Melbourne,Australia,37.78S,144.41E
1952-01-01,18.371,0.269,Melbourne,Australia,37.78S,144.41E
1952-02-01,17.239,0.218,Melbourne,Australia,37.78S,144.41E
1952-03-01,17.941,0.238,Melbourne,Australia,37.78S,144.41E
1952-04-01,12.713,0.321,Melbourne,Australia,37.78S,144.41E
1952-05-01,10.225,0.244,Melbourne,Australia,37.78S,144.41E
1952-06-01,9.204,0.321,Melbourne,Australia,37.78S,144.41E
1952-07-01,7.2200000000000015,0.188,Melbourne,Australia,37.78S,144.41E
1952-08-01,8.722999999999999,0.268,Melbourne,Australia,37.78S,144.41E
1952-09-01,10.912,0.166,Melbourne,Australia,37.78S,144.41E
1952-10-01,12.267,0.217,Melbourne,Australia,37.78S,144.41E
1952-11-01,13.905,0.196,Melbourne,Australia,37.78S,144.41E
1952-12-01,16.511,0.192,Melbourne,Australia,37.78S,144.41E
1953-01-01,18.496,0.17600000000000002,Melbourne,Australia,37.78S,144.41E
1953-02-01,18.948,0.281,Melbourne,Australia,37.78S,144.41E
1953-03-01,18.113,0.222,Melbourne,Australia,37.78S,144.41E
1953-04-01,14.512,0.147,Melbourne,Australia,37.78S,144.41E
1953-05-01,11.533,0.245,Melbourne,Australia,37.78S,144.41E
1953-06-01,8.507,0.201,Melbourne,Australia,37.78S,144.41E
1953-07-01,8.052999999999999,0.265,Melbourne,Australia,37.78S,144.41E
1953-08-01,8.544,0.248,Melbourne,Australia,37.78S,144.41E
1953-09-01,10.279000000000002,0.28600000000000003,Melbourne,Australia,37.78S,144.41E
1953-10-01,12.253,0.195,Melbourne,Australia,37.78S,144.41E
1953-11-01,13.925,0.175,Melbourne,Australia,37.78S,144.41E
1953-12-01,16.519000000000002,0.275,Melbourne,Australia,37.78S,144.41E
1954-01-01,20.228,0.234,Melbourne,Australia,37.78S,144.41E
1954-02-01,17.006,0.417,Melbourne,Australia,37.78S,144.41E
1954-03-01,16.099999999999998,0.386,Melbourne,Australia,37.78S,144.41E
1954-04-01,14.4,0.443,Melbourne,Australia,37.78S,144.41E
1954-05-01,10.821,0.125,Melbourne,Australia,37.78S,144.41E
1954-06-01,8.783,0.168,Melbourne,Australia,37.78S,144.41E
1954-07-01,7.8279999999999985,0.109,Melbourne,Australia,37.78S,144.41E
1954-08-01,9.095,0.069,Melbourne,Australia,37.78S,144.41E
1954-09-01,10.679,0.374,Melbourne,Australia,37.78S,144.41E
1954-10-01,12.767,0.154,Melbourne,Australia,37.78S,144.41E
1954-11-01,14.445,0.172,Melbourne,Australia,37.78S,144.41E
1954-12-01,17.695999999999994,0.241,Melbourne,Australia,37.78S,144.41E
1955-01-01,19.375,0.21600000000000005,Melbourne,Australia,37.78S,144.41E
1955-02-01,19.535,0.162,Melbourne,Australia,37.78S,144.41E
1955-03-01,17.141,0.238,Melbourne,Australia,37.78S,144.41E
1955-04-01,13.657,0.231,Melbourne,Australia,37.78S,144.41E
1955-05-01,10.024,0.147,Melbourne,Australia,37.78S,144.41E
1955-06-01,8.107000000000001,0.08,Melbourne,Australia,37.78S,144.41E
1955-07-01,7.941,0.117,Melbourne,Australia,37.78S,144.41E
1955-08-01,9.32,0.252,Melbourne,Australia,37.78S,144.41E
1955-09-01,11.214,0.147,Melbourne,Australia,37.78S,144.41E
1955-10-01,12.777,0.16,Melbourne,Australia,37.78S,144.41E
1955-11-01,13.366,0.418,Melbourne,Australia,37.78S,144.41E
1955-12-01,16.374000000000002,0.243,Melbourne,Australia,37.78S,144.41E
1956-01-01,17.718,0.33,Melbourne,Australia,37.78S,144.41E
1956-02-01,21.488000000000003,0.262,Melbourne,Australia,37.78S,144.41E
1956-03-01,19.229,0.3720000000000001,Melbourne,Australia,37.78S,144.41E
1956-04-01,13.800999999999998,0.194,Melbourne,Australia,37.78S,144.41E
1956-05-01,10.81,0.433,Melbourne,Australia,37.78S,144.41E
1956-06-01,8.213999999999999,0.259,Melbourne,Australia,37.78S,144.41E
1956-07-01,8.077,0.18,Melbourne,Australia,37.78S,144.41E
1956-08-01,7.9289999999999985,0.173,Melbourne,Australia,37.78S,144.41E
1956-09-01,10.374,0.307,Melbourne,Australia,37.78S,144.41E
1956-10-01,11.075,0.236,Melbourne,Australia,37.78S,144.41E
1956-11-01,12.866,0.214,Melbourne,Australia,37.78S,144.41E
1956-12-01,15.11,0.33,Melbourne,Australia,37.78S,144.41E
1957-01-01,17.192999999999998,0.321,Melbourne,Australia,37.78S,144.41E
1957-02-01,18.293000000000006,0.289,Melbourne,Australia,37.78S,144.41E
1957-03-01,16.020999999999994,0.26,Melbourne,Australia,37.78S,144.41E
1957-04-01,13.332,0.513,Melbourne,Australia,37.78S,144.41E
1957-05-01,10.485999999999999,0.23,Melbourne,Australia,37.78S,144.41E
1957-06-01,11.432,0.612,Melbourne,Australia,37.78S,144.41E
1957-07-01,7.468,0.457,Melbourne,Australia,37.78S,144.41E
1957-08-01,8.94,0.722,Melbourne,Australia,37.78S,144.41E
1957-09-01,10.366,0.5479999999999999,Melbourne,Australia,37.78S,144.41E
1957-10-01,11.913,0.3,Melbourne,Australia,37.78S,144.41E
1957-11-01,14.338,0.212,Melbourne,Australia,37.78S,144.41E
1957-12-01,16.867,0.428,Melbourne,Australia,37.78S,144.41E
1958-01-01,16.975,0.428,Melbourne,Australia,37.78S,144.41E
1958-02-01,18.687,0.496,Melbourne,Australia,37.78S,144.41E
1958-03-01,16.903,0.299,Melbourne,Australia,37.78S,144.41E
1958-04-01,14.002,0.298,Melbourne,Australia,37.78S,144.41E
1958-05-01,11.960999999999999,0.458,Melbourne,Australia,37.78S,144.41E
1958-06-01,8.102,0.407,Melbourne,Australia,37.78S,144.41E
1958-07-01,7.525,0.34700000000000003,Melbourne,Australia,37.78S,144.41E
1958-08-01,9.047,0.368,Melbourne,Australia,37.78S,144.41E
1958-09-01,9.728,0.257,Melbourne,Australia,37.78S,144.41E
1958-10-01,11.703,0.282,Melbourne,Australia,37.78S,144.41E
1958-11-01,15.874,0.207,Melbourne,Australia,37.78S,144.41E
1958-12-01,15.406,0.35100000000000003,Melbourne,Australia,37.78S,144.41E
1959-01-01,21.448,0.293,Melbourne,Australia,37.78S,144.41E
1959-02-01,19.073,0.309,Melbourne,Australia,37.78S,144.41E
1959-03-01,17.323,0.326,Melbourne,Australia,37.78S,144.41E
1959-04-01,14.4,0.281,Melbourne,Australia,37.78S,144.41E
1959-05-01,10.594,0.306,Melbourne,Australia,37.78S,144.41E
1959-06-01,9.064,0.244,Melbourne,Australia,37.78S,144.41E
1959-07-01,8.052,0.28800000000000003,Melbourne,Australia,37.78S,144.41E
1959-08-01,9.602,0.29100000000000004,Melbourne,Australia,37.78S,144.41E
1959-09-01,10.091,0.359,Melbourne,Australia,37.78S,144.41E
1959-10-01,12.416,0.193,Melbourne,Australia,37.78S,144.41E
1959-11-01,17.069000000000006,0.303,Melbourne,Australia,37.78S,144.41E
1959-12-01,16.305,0.613,Melbourne,Australia,37.78S,144.41E
1960-01-01,21.079,0.222,Melbourne,Australia,37.78S,144.41E
1960-02-01,17.823,0.434,Melbourne,Australia,37.78S,144.41E
1960-03-01,18.03,0.231,Melbourne,Australia,37.78S,144.41E
1960-04-01,13.316,0.249,Melbourne,Australia,37.78S,144.41E
1960-05-01,9.462,0.385,Melbourne,Australia,37.78S,144.41E
1960-06-01,7.874,0.376,Melbourne,Australia,37.78S,144.41E
1960-07-01,7.774,0.206,Melbourne,Australia,37.78S,144.41E
1960-08-01,7.691,0.361,Melbourne,Australia,37.78S,144.41E
1960-09-01,10.532,0.263,Melbourne,Australia,37.78S,144.41E
1960-10-01,12.77,0.198,Melbourne,Australia,37.78S,144.41E
1960-11-01,12.874,0.287,Melbourne,Australia,37.78S,144.41E
1960-12-01,18.858,0.109,Melbourne,Australia,37.78S,144.41E
1961-01-01,21.698,0.282,Melbourne,Australia,37.78S,144.41E
1961-02-01,19.826,0.262,Melbourne,Australia,37.78S,144.41E
1961-03-01,17.551,0.182,Melbourne,Australia,37.78S,144.41E
1961-04-01,14.871,0.317,Melbourne,Australia,37.78S,144.41E
1961-05-01,10.649,0.255,Melbourne,Australia,37.78S,144.41E
1961-06-01,9.617,0.358,Melbourne,Australia,37.78S,144.41E
1961-07-01,8.172,0.334,Melbourne,Australia,37.78S,144.41E
1961-08-01,9.168,0.254,Melbourne,Australia,37.78S,144.41E
1961-09-01,11.486,0.201,Melbourne,Australia,37.78S,144.41E
1961-10-01,14.375,0.261,Melbourne,Australia,37.78S,144.41E
1961-11-01,16.109,0.152,Melbourne,Australia,37.78S,144.41E
1961-12-01,18.415,0.18600000000000005,Melbourne,Australia,37.78S,144.41E
1962-01-01,19.861,0.133,Melbourne,Australia,37.78S,144.41E
1962-02-01,18.146,0.252,Melbourne,Australia,37.78S,144.41E
1962-03-01,18.2,0.18,Melbourne,Australia,37.78S,144.41E
1962-04-01,14.470999999999998,0.279,Melbourne,Australia,37.78S,144.41E
1962-05-01,10.09,0.238,Melbourne,Australia,37.78S,144.41E
1962-06-01,10.105,0.529,Melbourne,Australia,37.78S,144.41E
1962-07-01,8.743,0.212,Melbourne,Australia,37.78S,144.41E
1962-08-01,8.68,0.314,Melbourne,Australia,37.78S,144.41E
1962-09-01,10.815,0.335,Melbourne,Australia,37.78S,144.41E
1962-10-01,11.222999999999999,0.394,Melbourne,Australia,37.78S,144.41E
1962-11-01,14.83,0.111,Melbourne,Australia,37.78S,144.41E
1962-12-01,17.393,0.193,Melbourne,Australia,37.78S,144.41E
1963-01-01,19.279,0.299,Melbourne,Australia,37.78S,144.41E
1963-02-01,17.882,0.229,Melbourne,Australia,37.78S,144.41E
1963-03-01,17.151999999999994,0.238,Melbourne,Australia,37.78S,144.41E
1963-04-01,12.829,0.23,Melbourne,Australia,37.78S,144.41E
1963-05-01,11.142,0.446,Melbourne,Australia,37.78S,144.41E
1963-06-01,8.852,0.32,Melbourne,Australia,37.78S,144.41E
1963-07-01,7.439,0.332,Melbourne,Australia,37.78S,144.41E
1963-08-01,9.012,0.172,Melbourne,Australia,37.78S,144.41E
1963-09-01,11.064,0.26,Melbourne,Australia,37.78S,144.41E
1963-10-01,14.826,0.19,Melbourne,Australia,37.78S,144.41E
1963-11-01,15.033,0.244,Melbourne,Australia,37.78S,144.41E
1963-12-01,17.63,0.192,Melbourne,Australia,37.78S,144.41E
1964-01-01,18.022,0.151,Melbourne,Australia,37.78S,144.41E
1964-02-01,17.790000000000006,0.301,Melbourne,Australia,37.78S,144.41E
1964-03-01,16.392,0.119,Melbourne,Australia,37.78S,144.41E
1964-04-01,13.976,0.21,Melbourne,Australia,37.78S,144.41E
1964-05-01,10.681,0.26,Melbourne,Australia,37.78S,144.41E
1964-06-01,9.344,0.246,Melbourne,Australia,37.78S,144.41E
1964-07-01,7.9110000000000005,0.27,Melbourne,Australia,37.78S,144.41E
1964-08-01,9.19,0.244,Melbourne,Australia,37.78S,144.41E
1964-09-01,10.419,0.191,Melbourne,Australia,37.78S,144.41E
1964-10-01,11.672,0.333,Melbourne,Australia,37.78S,144.41E
1964-11-01,14.8,0.146,Melbourne,Australia,37.78S,144.41E
1964-12-01,14.414,0.247,Melbourne,Australia,37.78S,144.41E
1965-01-01,16.836,0.29,Melbourne,Australia,37.78S,144.41E
1965-02-01,19.246,0.307,Melbourne,Australia,37.78S,144.41E
1965-03-01,16.881,0.301,Melbourne,Australia,37.78S,144.41E
1965-04-01,12.117,0.25,Melbourne,Australia,37.78S,144.41E
1965-05-01,11.085,0.369,Melbourne,Australia,37.78S,144.41E
1965-06-01,8.497,0.465,Melbourne,Australia,37.78S,144.41E
1965-07-01,7.187,0.299,Melbourne,Australia,37.78S,144.41E
1965-08-01,9.342,0.149,Melbourne,Australia,37.78S,144.41E
1965-09-01,11.567,0.282,Melbourne,Australia,37.78S,144.41E
1965-10-01,14.044,0.38,Melbourne,Australia,37.78S,144.41E
1965-11-01,14.171,0.28800000000000003,Melbourne,Australia,37.78S,144.41E
1965-12-01,18.847,0.257,Melbourne,Australia,37.78S,144.41E
1966-01-01,19.715,0.344,Melbourne,Australia,37.78S,144.41E
1966-02-01,17.992,0.225,Melbourne,Australia,37.78S,144.41E
1966-03-01,17.209999999999994,0.335,Melbourne,Australia,37.78S,144.41E
1966-04-01,12.873,0.202,Melbourne,Australia,37.78S,144.41E
1966-05-01,10.767999999999999,0.38,Melbourne,Australia,37.78S,144.41E
1966-06-01,7.540999999999999,0.338,Melbourne,Australia,37.78S,144.41E
1966-07-01,7.455,0.233,Melbourne,Australia,37.78S,144.41E
1966-08-01,8.413,0.226,Melbourne,Australia,37.78S,144.41E
1966-09-01,10.869000000000002,0.282,Melbourne,Australia,37.78S,144.41E
1966-10-01,12.385,0.25,Melbourne,Australia,37.78S,144.41E
1966-11-01,15.613,0.153,Melbourne,Australia,37.78S,144.41E
1966-12-01,16.42,0.231,Melbourne,Australia,37.78S,144.41E
1967-01-01,17.597,0.199,Melbourne,Australia,37.78S,144.41E
1967-02-01,20.467,0.295,Melbourne,Australia,37.78S,144.41E
1967-03-01,17.049,0.252,Melbourne,Australia,37.78S,144.41E
1967-04-01,14.716,0.182,Melbourne,Australia,37.78S,144.41E
1967-05-01,11.375,0.232,Melbourne,Australia,37.78S,144.41E
1967-06-01,9.341,0.5489999999999999,Melbourne,Australia,37.78S,144.41E
1967-07-01,8.055,0.36,Melbourne,Australia,37.78S,144.41E
1967-08-01,8.481,0.435,Melbourne,Australia,37.78S,144.41E
1967-09-01,10.475,0.261,Melbourne,Australia,37.78S,144.41E
1967-10-01,13.489,0.159,Melbourne,Australia,37.78S,144.41E
1967-11-01,15.336,0.141,Melbourne,Australia,37.78S,144.41E
1967-12-01,15.807,0.202,Melbourne,Australia,37.78S,144.41E
1968-01-01,20.262999999999998,0.174,Melbourne,Australia,37.78S,144.41E
1968-02-01,21.401000000000003,0.271,Melbourne,Australia,37.78S,144.41E
1968-03-01,19.111,0.336,Melbourne,Australia,37.78S,144.41E
1968-04-01,15.731,0.28600000000000003,Melbourne,Australia,37.78S,144.41E
1968-05-01,10.213,0.166,Melbourne,Australia,37.78S,144.41E
1968-06-01,8.247,0.404,Melbourne,Australia,37.78S,144.41E
1968-07-01,7.471,0.224,Melbourne,Australia,37.78S,144.41E
1968-08-01,8.596,0.154,Melbourne,Australia,37.78S,144.41E
1968-09-01,9.88,0.138,Melbourne,Australia,37.78S,144.41E
