dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1873-01-01,17.842,1.032,Melbourne,Australia,37.78S,144.41E
1873-02-01,18.926,1.529,Melbourne,Australia,37.78S,144.41E
1873-03-01,16.233999999999998,0.8390000000000001,Melbourne,Australia,37.78S,144.41E
1873-04-01,14.023,1.8,Melbourne,Australia,37.78S,144.41E
1873-05-01,11.242,1.045,Melbourne,Australia,37.78S,144.41E
1873-06-01,10.088,1.199,Melbourne,Australia,37.78S,144.41E
1873-07-01,7.292999999999998,0.696,Melbourne,Australia,37.78S,144.41E
1873-08-01,9.673,0.36,Melbourne,Australia,37.78S,144.41E
1873-09-01,10.772,0.956,Melbourne,Australia,37.78S,144.41E
1873-10-01,13.862,0.406,Melbourne,Australia,37.78S,144.41E
1873-11-01,13.569,0.604,Melbourne,Australia,37.78S,144.41E
1873-12-01,18.166,1.171,Melbourne,Australia,37.78S,144.41E
1874-01-01,18.724,1.145,Melbourne,Australia,37.78S,144.41E
1874-02-01,17.641000000000005,0.575,Melbourne,Australia,37.78S,144.41E
1874-03-01,16.256,1.254,Melbourne,Australia,37.78S,144.41E
1874-04-01,14.129,0.369,Melbourne,Australia,37.78S,144.41E
1874-05-01,10.638,0.6609999999999999,Melbourne,Australia,37.78S,144.41E
1874-06-01,8.266,0.997,Melbourne,Australia,37.78S,144.41E
1874-07-01,7.372999999999998,0.43,Melbourne,Australia,37.78S,144.41E
1874-08-01,7.8279999999999985,0.534,Melbourne,Australia,37.78S,144.41E
1874-09-01,9.186,0.4370000000000001,Melbourne,Australia,37.78S,144.41E
1874-10-01,14.08,0.39,Melbourne,Australia,37.78S,144.41E
1874-11-01,14.645,0.564,Melbourne,Australia,37.78S,144.41E
1874-12-01,16.78,1.032,Melbourne,Australia,37.78S,144.41E
1875-01-01,19.444000000000006,0.5579999999999999,Melbourne,Australia,37.78S,144.41E
1875-02-01,18.34,0.992,Melbourne,Australia,37.78S,144.41E
1875-03-01,17.235999999999994,0.581,Melbourne,Australia,37.78S,144.41E
1875-04-01,13.503,0.385,Melbourne,Australia,37.78S,144.41E
1875-05-01,9.994,0.414,Melbourne,Australia,37.78S,144.41E
1875-06-01,9.463,0.8390000000000001,Melbourne,Australia,37.78S,144.41E
1875-07-01,7.449,1.139,Melbourne,Australia,37.78S,144.41E
1875-08-01,9.081,0.345,Melbourne,Australia,37.78S,144.41E
1875-09-01,10.355,0.578,Melbourne,Australia,37.78S,144.41E
1875-10-01,12.75,0.354,Melbourne,Australia,37.78S,144.41E
1875-11-01,13.977,0.7,Melbourne,Australia,37.78S,144.41E
1875-12-01,15.498,0.785,Melbourne,Australia,37.78S,144.41E
1876-01-01,18.354,0.624,Melbourne,Australia,37.78S,144.41E
1876-02-01,18.64,1.006,Melbourne,Australia,37.78S,144.41E
1876-03-01,18.241,1.53,Melbourne,Australia,37.78S,144.41E
1876-04-01,13.050999999999998,0.8420000000000001,Melbourne,Australia,37.78S,144.41E
1876-05-01,10.418,0.8,Melbourne,Australia,37.78S,144.41E
1876-06-01,7.914,0.773,Melbourne,Australia,37.78S,144.41E
1876-07-01,7.379,0.75,Melbourne,Australia,37.78S,144.41E
1876-08-01,8.802999999999997,0.622,Melbourne,Australia,37.78S,144.41E
1876-09-01,10.488,0.743,Melbourne,Australia,37.78S,144.41E
1876-10-01,13.097,0.6459999999999999,Melbourne,Australia,37.78S,144.41E
1876-11-01,14.439,0.99,Melbourne,Australia,37.78S,144.41E
1876-12-01,17.825,1.13,Melbourne,Australia,37.78S,144.41E
1877-01-01,17.805999999999994,1.778,Melbourne,Australia,37.78S,144.41E
1877-02-01,19.236,1.499,Melbourne,Australia,37.78S,144.41E
1877-03-01,17.374000000000002,0.612,Melbourne,Australia,37.78S,144.41E
1877-04-01,13.699000000000002,1.281,Melbourne,Australia,37.78S,144.41E
1877-05-01,10.478,1.118,Melbourne,Australia,37.78S,144.41E
1877-06-01,8.324,1.67,Melbourne,Australia,37.78S,144.41E
1877-07-01,8.187000000000001,0.632,Melbourne,Australia,37.78S,144.41E
1877-08-01,9.196,0.271,Melbourne,Australia,37.78S,144.41E
1877-09-01,10.196,0.491,Melbourne,Australia,37.78S,144.41E
1877-10-01,12.211,0.629,Melbourne,Australia,37.78S,144.41E
1877-11-01,13.888,1.1909999999999998,Melbourne,Australia,37.78S,144.41E
1877-12-01,16.553,1.961,Melbourne,Australia,37.78S,144.41E
1878-01-01,19.035,1.286,Melbourne,Australia,37.78S,144.41E
1878-02-01,18.741000000000003,0.871,Melbourne,Australia,37.78S,144.41E
1878-03-01,17.918,0.708,Melbourne,Australia,37.78S,144.41E
1878-04-01,14.291,0.802,Melbourne,Australia,37.78S,144.41E
1878-05-01,10.345999999999998,0.6829999999999999,Melbourne,Australia,37.78S,144.41E
1878-06-01,6.7410000000000005,1.129,Melbourne,Australia,37.78S,144.41E
1878-07-01,7.79,1.006,Melbourne,Australia,37.78S,144.41E
1878-08-01,9.209,0.93,Melbourne,Australia,37.78S,144.41E
1878-09-01,11.286,0.5660000000000001,Melbourne,Australia,37.78S,144.41E
1878-10-01,12.784,0.604,Melbourne,Australia,37.78S,144.41E
1878-11-01,15.128,1.183,Melbourne,Australia,37.78S,144.41E
1878-12-01,16.798,1.391,Melbourne,Australia,37.78S,144.41E
1879-01-01,19.023,0.715,Melbourne,Australia,37.78S,144.41E
1879-02-01,19.073,0.589,Melbourne,Australia,37.78S,144.41E
1879-03-01,16.74,0.371,Melbourne,Australia,37.78S,144.41E
1879-04-01,14.550999999999998,1.156,Melbourne,Australia,37.78S,144.41E
1879-05-01,9.742,1.136,Melbourne,Australia,37.78S,144.41E
1879-06-01,7.5589999999999975,0.503,Melbourne,Australia,37.78S,144.41E
1879-07-01,7.0440000000000005,1.157,Melbourne,Australia,37.78S,144.41E
1879-08-01,9.124,0.857,Melbourne,Australia,37.78S,144.41E
1879-09-01,10.745,0.452,Melbourne,Australia,37.78S,144.41E
1879-10-01,12.542,0.748,Melbourne,Australia,37.78S,144.41E
1879-11-01,13.918,0.5920000000000001,Melbourne,Australia,37.78S,144.41E
1879-12-01,16.227,0.754,Melbourne,Australia,37.78S,144.41E
1880-01-01,18.917,1.189,Melbourne,Australia,37.78S,144.41E
1880-02-01,20.889000000000006,1.223,Melbourne,Australia,37.78S,144.41E
1880-03-01,17.529999999999998,0.706,Melbourne,Australia,37.78S,144.41E
1880-04-01,14.043,0.605,Melbourne,Australia,37.78S,144.41E
1880-05-01,10.532,0.637,Melbourne,Australia,37.78S,144.41E
1880-06-01,8.532,0.493,Melbourne,Australia,37.78S,144.41E
1880-07-01,7.157,0.594,Melbourne,Australia,37.78S,144.41E
1880-08-01,9.581,0.982,Melbourne,Australia,37.78S,144.41E
1880-09-01,10.859000000000002,0.79,Melbourne,Australia,37.78S,144.41E
1880-10-01,11.56,0.8190000000000001,Melbourne,Australia,37.78S,144.41E
1880-11-01,14.345,1.602,Melbourne,Australia,37.78S,144.41E
1880-12-01,16.833,0.939,Melbourne,Australia,37.78S,144.41E
1881-01-01,18.609,0.6629999999999999,Melbourne,Australia,37.78S,144.41E
1881-02-01,18.108,0.904,Melbourne,Australia,37.78S,144.41E
1881-03-01,17.346999999999998,0.508,Melbourne,Australia,37.78S,144.41E
1881-04-01,13.475,0.513,Melbourne,Australia,37.78S,144.41E
1881-05-01,11.427999999999999,0.433,Melbourne,Australia,37.78S,144.41E
1881-06-01,7.423999999999999,0.72,Melbourne,Australia,37.78S,144.41E
1881-07-01,7.548999999999999,0.411,Melbourne,Australia,37.78S,144.41E
1881-08-01,8.939,0.5579999999999999,Melbourne,Australia,37.78S,144.41E
1881-09-01,10.656,0.5670000000000001,Melbourne,Australia,37.78S,144.41E
1881-10-01,12.112,0.623,Melbourne,Australia,37.78S,144.41E
1881-11-01,14.800999999999998,0.742,Melbourne,Australia,37.78S,144.41E
1881-12-01,16.722,0.7659999999999999,Melbourne,Australia,37.78S,144.41E
1882-01-01,18.684,0.6779999999999999,Melbourne,Australia,37.78S,144.41E
1882-02-01,19.207,0.32,Melbourne,Australia,37.78S,144.41E
1882-03-01,17.755,0.763,Melbourne,Australia,37.78S,144.41E
1882-04-01,12.884,0.503,Melbourne,Australia,37.78S,144.41E
1882-05-01,11.136,0.625,Melbourne,Australia,37.78S,144.41E
1882-06-01,7.853,0.449,Melbourne,Australia,37.78S,144.41E
1882-07-01,7.005,0.669,Melbourne,Australia,37.78S,144.41E
1882-08-01,8.437000000000001,0.482,Melbourne,Australia,37.78S,144.41E
1882-09-01,10.869000000000002,0.491,Melbourne,Australia,37.78S,144.41E
1882-10-01,13.165,0.374,Melbourne,Australia,37.78S,144.41E
1882-11-01,15.917,1.122,Melbourne,Australia,37.78S,144.41E
1882-12-01,17.151,0.667,Melbourne,Australia,37.78S,144.41E
1883-01-01,19.136,0.416,Melbourne,Australia,37.78S,144.41E
1883-02-01,19.110000000000007,1.099,Melbourne,Australia,37.78S,144.41E
1883-03-01,17.509,0.8220000000000001,Melbourne,Australia,37.78S,144.41E
1883-04-01,14.745,0.373,Melbourne,Australia,37.78S,144.41E
1883-05-01,10.097999999999999,0.389,Melbourne,Australia,37.78S,144.41E
1883-06-01,9.697,0.85,Melbourne,Australia,37.78S,144.41E
1883-07-01,7.474,0.684,Melbourne,Australia,37.78S,144.41E
1883-08-01,8.681000000000001,0.494,Melbourne,Australia,37.78S,144.41E
1883-09-01,10.103,0.341,Melbourne,Australia,37.78S,144.41E
1883-10-01,12.401,0.507,Melbourne,Australia,37.78S,144.41E
1883-11-01,15.374,0.6659999999999999,Melbourne,Australia,37.78S,144.41E
1883-12-01,16.7,0.517,Melbourne,Australia,37.78S,144.41E
1884-01-01,17.045,0.6,Melbourne,Australia,37.78S,144.41E
1884-02-01,18.211,0.693,Melbourne,Australia,37.78S,144.41E
1884-03-01,17.473,0.946,Melbourne,Australia,37.78S,144.41E
1884-04-01,14.026,0.73,Melbourne,Australia,37.78S,144.41E
1884-05-01,10.485999999999999,0.37,Melbourne,Australia,37.78S,144.41E
1884-06-01,8.572000000000001,0.733,Melbourne,Australia,37.78S,144.41E
1884-07-01,6.773,0.34700000000000003,Melbourne,Australia,37.78S,144.41E
1884-08-01,9.401,0.611,Melbourne,Australia,37.78S,144.41E
1884-09-01,10.645,0.33,Melbourne,Australia,37.78S,144.41E
1884-10-01,11.624,0.862,Melbourne,Australia,37.78S,144.41E
1884-11-01,14.878,0.453,Melbourne,Australia,37.78S,144.41E
1884-12-01,15.294,1.047,Melbourne,Australia,37.78S,144.41E
1885-01-01,17.77,0.5479999999999999,Melbourne,Australia,37.78S,144.41E
1885-02-01,17.801000000000005,1.133,Melbourne,Australia,37.78S,144.41E
1885-03-01,15.953,0.565,Melbourne,Australia,37.78S,144.41E
1885-04-01,12.946,0.343,Melbourne,Australia,37.78S,144.41E
1885-05-01,10.831,0.249,Melbourne,Australia,37.78S,144.41E
1885-06-01,7.431999999999999,0.509,Melbourne,Australia,37.78S,144.41E
1885-07-01,7.004,0.514,Melbourne,Australia,37.78S,144.41E
1885-08-01,8.895,0.499,Melbourne,Australia,37.78S,144.41E
1885-09-01,10.722,0.211,Melbourne,Australia,37.78S,144.41E
1885-10-01,13.531,0.329,Melbourne,Australia,37.78S,144.41E
1885-11-01,14.916,0.5479999999999999,Melbourne,Australia,37.78S,144.41E
1885-12-01,18.312,1.214,Melbourne,Australia,37.78S,144.41E
1886-01-01,19.755,0.454,Melbourne,Australia,37.78S,144.41E
1886-02-01,17.009,1.028,Melbourne,Australia,37.78S,144.41E
1886-03-01,15.860999999999999,0.4920000000000001,Melbourne,Australia,37.78S,144.41E
1886-04-01,13.845999999999998,0.521,Melbourne,Australia,37.78S,144.41E
1886-05-01,10.02,0.337,Melbourne,Australia,37.78S,144.41E
1886-06-01,8.099,0.449,Melbourne,Australia,37.78S,144.41E
1886-07-01,7.742000000000001,0.481,Melbourne,Australia,37.78S,144.41E
1886-08-01,8.325,0.379,Melbourne,Australia,37.78S,144.41E
1886-09-01,11.292,0.377,Melbourne,Australia,37.78S,144.41E
1886-10-01,11.545,0.852,Melbourne,Australia,37.78S,144.41E
1886-11-01,15.82,1.168,Melbourne,Australia,37.78S,144.41E
1886-12-01,17.003,0.841,Melbourne,Australia,37.78S,144.41E
1887-01-01,20.375,0.8370000000000001,Melbourne,Australia,37.78S,144.41E
1887-02-01,19.221,1.266,Melbourne,Australia,37.78S,144.41E
1887-03-01,17.554000000000002,0.727,Melbourne,Australia,37.78S,144.41E
1887-04-01,14.220999999999998,0.353,Melbourne,Australia,37.78S,144.41E
1887-05-01,10.091,0.28,Melbourne,Australia,37.78S,144.41E
1887-06-01,7.9860000000000015,0.6459999999999999,Melbourne,Australia,37.78S,144.41E
1887-07-01,8.001,0.67,Melbourne,Australia,37.78S,144.41E
1887-08-01,8.987,0.315,Melbourne,Australia,37.78S,144.41E
1887-09-01,9.763,0.472,Melbourne,Australia,37.78S,144.41E
1887-10-01,12.813,0.425,Melbourne,Australia,37.78S,144.41E
1887-11-01,14.167,0.698,Melbourne,Australia,37.78S,144.41E
1887-12-01,18.422,0.65,Melbourne,Australia,37.78S,144.41E
1888-01-01,18.43,1.062,Melbourne,Australia,37.78S,144.41E
1888-02-01,18.199,0.924,Melbourne,Australia,37.78S,144.41E
1888-03-01,15.427999999999999,0.64,Melbourne,Australia,37.78S,144.41E
1888-04-01,13.95,0.421,Melbourne,Australia,37.78S,144.41E
1888-05-01,10.553999999999998,0.284,Melbourne,Australia,37.78S,144.41E
1888-06-01,9.033,0.7040000000000001,Melbourne,Australia,37.78S,144.41E
1888-07-01,7.745,0.499,Melbourne,Australia,37.78S,144.41E
1888-08-01,8.088000000000001,0.721,Melbourne,Australia,37.78S,144.41E
1888-09-01,11.422,0.547,Melbourne,Australia,37.78S,144.41E
1888-10-01,12.341,0.468,Melbourne,Australia,37.78S,144.41E
1888-11-01,16.654,0.631,Melbourne,Australia,37.78S,144.41E
1888-12-01,18.477,1.408,Melbourne,Australia,37.78S,144.41E
1889-01-01,19.278,0.5710000000000001,Melbourne,Australia,37.78S,144.41E
1889-02-01,18.645000000000003,0.5329999999999999,Melbourne,Australia,37.78S,144.41E
1889-03-01,17.331,0.35,Melbourne,Australia,37.78S,144.41E
1889-04-01,14.238,0.342,Melbourne,Australia,37.78S,144.41E
1889-05-01,11.411,0.454,Melbourne,Australia,37.78S,144.41E
1889-06-01,9.216,0.389,Melbourne,Australia,37.78S,144.41E
1889-07-01,7.6789999999999985,0.331,Melbourne,Australia,37.78S,144.41E
1889-08-01,8.775,0.7020000000000001,Melbourne,Australia,37.78S,144.41E
1889-09-01,9.899,0.978,Melbourne,Australia,37.78S,144.41E
1889-10-01,13.715,0.383,Melbourne,Australia,37.78S,144.41E
1889-11-01,15.354000000000001,0.71,Melbourne,Australia,37.78S,144.41E
1889-12-01,16.977999999999998,0.8809999999999999,Melbourne,Australia,37.78S,144.41E
1890-01-01,21.03,0.8009999999999999,Melbourne,Australia,37.78S,144.41E
1890-02-01,20.436,0.828,Melbourne,Australia,37.78S,144.41E
1890-03-01,18.36,0.8370000000000001,Melbourne,Australia,37.78S,144.41E
1890-04-01,14.018,0.8170000000000001,Melbourne,Australia,37.78S,144.41E
1890-05-01,11.18,0.946,Melbourne,Australia,37.78S,144.41E
1890-06-01,9.989999999999998,0.642,Melbourne,Australia,37.78S,144.41E
1890-07-01,7.09,0.459,Melbourne,Australia,37.78S,144.41E
1890-08-01,8.452,0.639,Melbourne,Australia,37.78S,144.41E
1890-09-01,10.84,0.531,Melbourne,Australia,37.78S,144.41E
1890-10-01,12.130999999999998,0.443,Melbourne,Australia,37.78S,144.41E
1890-11-01,13.929,0.677,Melbourne,Australia,37.78S,144.41E
1890-12-01,15.695,0.902,Melbourne,Australia,37.78S,144.41E
1891-01-01,17.590999999999998,0.6729999999999999,Melbourne,Australia,37.78S,144.41E
1891-02-01,17.715000000000003,0.955,Melbourne,Australia,37.78S,144.41E
1891-03-01,18.275,0.453,Melbourne,Australia,37.78S,144.41E
1891-04-01,13.219000000000001,0.424,Melbourne,Australia,37.78S,144.41E
1891-05-01,10.792,0.586,Melbourne,Australia,37.78S,144.41E
1891-06-01,8.946,0.46,Melbourne,Australia,37.78S,144.41E
1891-07-01,7.9689999999999985,0.496,Melbourne,Australia,37.78S,144.41E
1891-08-01,9.196,0.37,Melbourne,Australia,37.78S,144.41E
1891-09-01,10.751,0.353,Melbourne,Australia,37.78S,144.41E
1891-10-01,12.447,0.369,Melbourne,Australia,37.78S,144.41E
1891-11-01,14.608,0.547,Melbourne,Australia,37.78S,144.41E
1891-12-01,15.852,0.417,Melbourne,Australia,37.78S,144.41E
1892-01-01,17.749000000000006,0.514,Melbourne,Australia,37.78S,144.41E
1892-02-01,19.104000000000006,0.439,Melbourne,Australia,37.78S,144.41E
1892-03-01,18.335,0.67,Melbourne,Australia,37.78S,144.41E
1892-04-01,12.351,0.299,Melbourne,Australia,37.78S,144.41E
1892-05-01,10.050999999999998,0.46,Melbourne,Australia,37.78S,144.41E
1892-06-01,8.508,0.471,Melbourne,Australia,37.78S,144.41E
1892-07-01,7.228,0.397,Melbourne,Australia,37.78S,144.41E
1892-08-01,8.881,0.5429999999999999,Melbourne,Australia,37.78S,144.41E
1892-09-01,10.353,0.462,Melbourne,Australia,37.78S,144.41E
1892-10-01,12.192,0.481,Melbourne,Australia,37.78S,144.41E
1892-11-01,15.405,0.602,Melbourne,Australia,37.78S,144.41E
1892-12-01,15.027,0.767,Melbourne,Australia,37.78S,144.41E
1893-01-01,17.602999999999994,0.616,Melbourne,Australia,37.78S,144.41E
1893-02-01,18.881,0.595,Melbourne,Australia,37.78S,144.41E
1893-03-01,17.692999999999994,0.392,Melbourne,Australia,37.78S,144.41E
1893-04-01,13.22,0.482,Melbourne,Australia,37.78S,144.41E
1893-05-01,11.440999999999999,0.472,Melbourne,Australia,37.78S,144.41E
1893-06-01,7.987999999999999,0.479,Melbourne,Australia,37.78S,144.41E
1893-07-01,7.535,0.461,Melbourne,Australia,37.78S,144.41E
1893-08-01,8.759,0.304,Melbourne,Australia,37.78S,144.41E
1893-09-01,10.725,0.305,Melbourne,Australia,37.78S,144.41E
1893-10-01,13.408,0.458,Melbourne,Australia,37.78S,144.41E
1893-11-01,14.386,0.439,Melbourne,Australia,37.78S,144.41E
1893-12-01,17.145,0.512,Melbourne,Australia,37.78S,144.41E
1894-01-01,19.294,0.8759999999999999,Melbourne,Australia,37.78S,144.41E
1894-02-01,18.335,0.8490000000000001,Melbourne,Australia,37.78S,144.41E
1894-03-01,17.686999999999994,0.693,Melbourne,Australia,37.78S,144.41E
1894-04-01,14.112,0.57,Melbourne,Australia,37.78S,144.41E
1894-05-01,10.044,0.415,Melbourne,Australia,37.78S,144.41E
1894-06-01,9.218,0.28,Melbourne,Australia,37.78S,144.41E
1894-07-01,7.278,0.32,Melbourne,Australia,37.78S,144.41E
1894-08-01,8.925,0.425,Melbourne,Australia,37.78S,144.41E
1894-09-01,9.753,0.385,Melbourne,Australia,37.78S,144.41E
1894-10-01,13.996,0.413,Melbourne,Australia,37.78S,144.41E
1894-11-01,15.808,0.606,Melbourne,Australia,37.78S,144.41E
1894-12-01,17.387,0.695,Melbourne,Australia,37.78S,144.41E
1895-01-01,18.495,0.682,Melbourne,Australia,37.78S,144.41E
1895-02-01,20.325000000000006,0.523,Melbourne,Australia,37.78S,144.41E
1895-03-01,17.073999999999998,0.422,Melbourne,Australia,37.78S,144.41E
1895-04-01,14.204,0.524,Melbourne,Australia,37.78S,144.41E
1895-05-01,9.97,0.388,Melbourne,Australia,37.78S,144.41E
1895-06-01,8.453,0.305,Melbourne,Australia,37.78S,144.41E
1895-07-01,6.8130000000000015,0.428,Melbourne,Australia,37.78S,144.41E
1895-08-01,9.846,0.344,Melbourne,Australia,37.78S,144.41E
1895-09-01,10.31,0.35600000000000004,Melbourne,Australia,37.78S,144.41E
1895-10-01,14.225999999999999,0.464,Melbourne,Australia,37.78S,144.41E
1895-11-01,15.254,0.378,Melbourne,Australia,37.78S,144.41E
1895-12-01,17.447,0.703,Melbourne,Australia,37.78S,144.41E
1896-01-01,19.163,0.537,Melbourne,Australia,37.78S,144.41E
1896-02-01,18.811,0.708,Melbourne,Australia,37.78S,144.41E
1896-03-01,16.451999999999998,0.304,Melbourne,Australia,37.78S,144.41E
1896-04-01,12.887,0.579,Melbourne,Australia,37.78S,144.41E
1896-05-01,9.994,0.512,Melbourne,Australia,37.78S,144.41E
1896-06-01,7.813999999999999,0.373,Melbourne,Australia,37.78S,144.41E
1896-07-01,6.832999999999998,0.55,Melbourne,Australia,37.78S,144.41E
1896-08-01,8.052,0.472,Melbourne,Australia,37.78S,144.41E
1896-09-01,9.954,0.465,Melbourne,Australia,37.78S,144.41E
1896-10-01,13.537,0.424,Melbourne,Australia,37.78S,144.41E
1896-11-01,16.311,0.381,Melbourne,Australia,37.78S,144.41E
1896-12-01,18.472,0.469,Melbourne,Australia,37.78S,144.41E
1897-01-01,17.465,1.119,Melbourne,Australia,37.78S,144.41E
1897-02-01,18.589000000000002,0.8109999999999999,Melbourne,Australia,37.78S,144.41E
1897-03-01,14.938999999999998,0.7240000000000001,Melbourne,Australia,37.78S,144.41E
1897-04-01,13.345999999999998,0.469,Melbourne,Australia,37.78S,144.41E
1897-05-01,9.307,0.369,Melbourne,Australia,37.78S,144.41E
1897-06-01,8.729999999999999,0.442,Melbourne,Australia,37.78S,144.41E
1897-07-01,8.423,0.383,Melbourne,Australia,37.78S,144.41E
1897-08-01,7.834,0.4920000000000001,Melbourne,Australia,37.78S,144.41E
1897-09-01,11.015,0.629,Melbourne,Australia,37.78S,144.41E
1897-10-01,11.787,0.5870000000000001,Melbourne,Australia,37.78S,144.41E
1897-11-01,16.125999999999998,0.5660000000000001,Melbourne,Australia,37.78S,144.41E
1897-12-01,19.716,0.5870000000000001,Melbourne,Australia,37.78S,144.41E
1898-01-01,20.541,0.7440000000000001,Melbourne,Australia,37.78S,144.41E
1898-02-01,22.077,0.607,Melbourne,Australia,37.78S,144.41E
1898-03-01,17.799,0.6990000000000001,Melbourne,Australia,37.78S,144.41E
1898-04-01,13.24,0.456,Melbourne,Australia,37.78S,144.41E
1898-05-01,9.404,0.298,Melbourne,Australia,37.78S,144.41E
1898-06-01,8.715,0.328,Melbourne,Australia,37.78S,144.41E
1898-07-01,7.822999999999999,0.332,Melbourne,Australia,37.78S,144.41E
1898-08-01,9.698,0.496,Melbourne,Australia,37.78S,144.41E
1898-09-01,11.084,0.112,Melbourne,Australia,37.78S,144.41E
1898-10-01,14.086,0.6829999999999999,Melbourne,Australia,37.78S,144.41E
1898-11-01,14.993,0.745,Melbourne,Australia,37.78S,144.41E
1898-12-01,18.237000000000002,0.903,Melbourne,Australia,37.78S,144.41E
1899-01-01,16.387,0.843,Melbourne,Australia,37.78S,144.41E
1899-02-01,20.917,0.662,Melbourne,Australia,37.78S,144.41E
1899-03-01,18.052,0.379,Melbourne,Australia,37.78S,144.41E
1899-04-01,14.032,0.574,Melbourne,Australia,37.78S,144.41E
1899-05-01,10.052999999999999,0.326,Melbourne,Australia,37.78S,144.41E
1899-06-01,8.333,0.329,Melbourne,Australia,37.78S,144.41E
1899-07-01,6.9670000000000005,0.243,Melbourne,Australia,37.78S,144.41E
1899-08-01,8.845,0.187,Melbourne,Australia,37.78S,144.41E
1899-09-01,11.408,0.444,Melbourne,Australia,37.78S,144.41E
1899-10-01,11.209,0.35200000000000004,Melbourne,Australia,37.78S,144.41E
1899-11-01,14.656,0.435,Melbourne,Australia,37.78S,144.41E
1899-12-01,17.974,0.446,Melbourne,Australia,37.78S,144.41E
1900-01-01,20.017,0.583,Melbourne,Australia,37.78S,144.41E
1900-02-01,19.309,0.619,Melbourne,Australia,37.78S,144.41E
1900-03-01,16.249000000000002,0.376,Melbourne,Australia,37.78S,144.41E
1900-04-01,11.884,0.518,Melbourne,Australia,37.78S,144.41E
1900-05-01,10.292,0.301,Melbourne,Australia,37.78S,144.41E
1900-06-01,8.697999999999999,0.703,Melbourne,Australia,37.78S,144.41E
1900-07-01,7.332000000000002,0.527,Melbourne,Australia,37.78S,144.41E
1900-08-01,7.556,0.43,Melbourne,Australia,37.78S,144.41E
1900-09-01,9.697,0.6409999999999999,Melbourne,Australia,37.78S,144.41E
1900-10-01,12.39,0.579,Melbourne,Australia,37.78S,144.41E
1900-11-01,14.991,0.274,Melbourne,Australia,37.78S,144.41E
1900-12-01,17.346,0.7190000000000001,Melbourne,Australia,37.78S,144.41E
1901-01-01,17.565,0.428,Melbourne,Australia,37.78S,144.41E
1901-02-01,20.177000000000003,0.546,Melbourne,Australia,37.78S,144.41E
1901-03-01,17.206,0.481,Melbourne,Australia,37.78S,144.41E
1901-04-01,12.897,0.513,Melbourne,Australia,37.78S,144.41E
1901-05-01,11.174,0.611,Melbourne,Australia,37.78S,144.41E
1901-06-01,6.9179999999999975,0.503,Melbourne,Australia,37.78S,144.41E
1901-07-01,6.6770000000000005,0.489,Melbourne,Australia,37.78S,144.41E
1901-08-01,8.290000000000001,0.405,Melbourne,Australia,37.78S,144.41E
1901-09-01,11.403,0.41,Melbourne,Australia,37.78S,144.41E
1901-10-01,12.544,0.376,Melbourne,Australia,37.78S,144.41E
1901-11-01,17.215999999999998,0.525,Melbourne,Australia,37.78S,144.41E
1901-12-01,17.942999999999994,0.491,Melbourne,Australia,37.78S,144.41E
1902-01-01,18.453,0.8079999999999999,Melbourne,Australia,37.78S,144.41E
1902-02-01,17.674000000000003,0.5379999999999999,Melbourne,Australia,37.78S,144.41E
1902-03-01,16.134999999999998,0.35,Melbourne,Australia,37.78S,144.41E
1902-04-01,13.887,0.261,Melbourne,Australia,37.78S,144.41E
1902-05-01,11.117,0.416,Melbourne,Australia,37.78S,144.41E
1902-06-01,8.279,0.354,Melbourne,Australia,37.78S,144.41E
1902-07-01,7.907999999999999,0.273,Melbourne,Australia,37.78S,144.41E
1902-08-01,7.692,0.4270000000000001,Melbourne,Australia,37.78S,144.41E
1902-09-01,10.527,0.339,Melbourne,Australia,37.78S,144.41E
1902-10-01,13.455,0.459,Melbourne,Australia,37.78S,144.41E
1902-11-01,17.461,0.43,Melbourne,Australia,37.78S,144.41E
1902-12-01,17.567999999999998,0.775,Melbourne,Australia,37.78S,144.41E
1903-01-01,18.271,0.655,Melbourne,Australia,37.78S,144.41E
1903-02-01,18.254,0.6829999999999999,Melbourne,Australia,37.78S,144.41E
1903-03-01,17.729,0.402,Melbourne,Australia,37.78S,144.41E
1903-04-01,13.466,0.461,Melbourne,Australia,37.78S,144.41E
1903-05-01,9.887,0.15,Melbourne,Australia,37.78S,144.41E
1903-06-01,7.629999999999999,0.413,Melbourne,Australia,37.78S,144.41E
1903-07-01,7.41,0.445,Melbourne,Australia,37.78S,144.41E
1903-08-01,8.254,0.452,Melbourne,Australia,37.78S,144.41E
1903-09-01,10.832,0.503,Melbourne,Australia,37.78S,144.41E
1903-10-01,13.969,0.425,Melbourne,Australia,37.78S,144.41E
1903-11-01,16.027,0.62,Melbourne,Australia,37.78S,144.41E
1903-12-01,16.468,0.784,Melbourne,Australia,37.78S,144.41E
1904-01-01,17.9,1.0,Melbourne,Australia,37.78S,144.41E
1904-02-01,18.064,0.715,Melbourne,Australia,37.78S,144.41E
1904-03-01,15.614,0.354,Melbourne,Australia,37.78S,144.41E
1904-04-01,15.46,0.139,Melbourne,Australia,37.78S,144.41E
1904-05-01,11.677,0.257,Melbourne,Australia,37.78S,144.41E
1904-06-01,8.664,0.302,Melbourne,Australia,37.78S,144.41E
1904-07-01,7.787000000000001,0.3720000000000001,Melbourne,Australia,37.78S,144.41E
